,AAV.TO,ABX.TO,AC.TO,ACB.TO,ACO-X.TO,AD.TO,AEM.TO,AGI.TO,AIF.TO,ALA.TO,AP-UN.TO,APH.TO,AQN.TO,ARE.TO,ARX.TO,ASR.TO,ATA.TO,ATD-B.TO,AX-UN.TO,BAD.TO,BAM-A.TO,BB.TO,BBD-B.TO,BBU-UN.TO,BCB.TO,BCE.TO,BEI-UN.TO,BEP-UN.TO,BIP-UN.TO,BIR.TO,BLX.TO,BMO.TO,BNS.TO,BPY-UN.TO,BTE.TO,BTO.TO,BYD-UN.TO,CAE.TO,CAR-UN.TO,CAS.TO,CCA.TO,CCL-B.TO,CCO.TO,CEU.TO,CFP.TO,CG.TO,CGX.TO,CHE-UN.TO,CHP-UN.TO,CHR.TO,CIGI.TO,CIX.TO,CJR-B.TO,CLS.TO,CM.TO,CMG.TO,CNQ.TO,CNR.TO,CP.TO,CPG.TO,CPX.TO,CRR-UN.TO,CSH-UN.TO,CSU.TO,CTC-A.TO,CU.TO,CUF-UN.TO,CVE.TO,CWB.TO,D-UN.TO,DGC.TO,DII-B.TO,DOL.TO,DOO.TO,DRG-UN.TO,DSG.TO,ECA.TO,ECI.TO,ECN.TO,EDV.TO,EFN.TO,EFX.TO,EIF.TO,ELD.TO,EMA.TO,EMP-A.TO,ENB.TO,ENF.TO,ENGH.TO,ERF.TO,ESI.TO,EXE.TO,FCR.TO,FFH.TO,FM.TO,FNV.TO,FR.TO,FRU.TO,FSV.TO,FTS.TO,FTT.TO,FVI.TO,G.TO,GC.TO,GEI.TO,GIB-A.TO,GIL.TO,GOOS.TO,GRT-UN.TO,GTE.TO,GUD.TO,GUY.TO,GWO.TO,H.TO,HBC.TO,HBM.TO,HCG.TO,HR-UN.TO,HSE.TO,IAG.TO,IFC.TO,IFP.TO,IGM.TO,IMG.TO,IMO.TO,INE.TO,IPL.TO,ITP.TO,IVN.TO,K.TO,KEL.TO,KEY.TO,KL.TO,KML.TO,KMP-UN.TO,KXS.TO,L.TO,LB.TO,LIF.TO,LNR.TO,LUC.TO,LUN.TO,MAG.TO,MAXR.TO,MEG.TO,MFC.TO,MFI.TO,MG.TO,MIC.TO,MNW.TO,MRE.TO,MRU.TO,MSI.TO,MTL.TO,MX.TO,NA.TO,NFI.TO,NG.TO,NGD.TO,NPI.TO,NSU.TO,NTR.TO,NVA.TO,NVU-UN.TO,NWC.TO,NXE.TO,OGC.TO,ONEX.TO,OR.TO,OSB.TO,OTEX.TO,PAAS.TO,PBH.TO,PD.TO,PEY.TO,PKI.TO,POU.TO,POW.TO,PPL.TO,PSI.TO,PSK.TO,PVG.TO,PWF.TO,PXT.TO,QBR-B.TO,QSR.TO,RBA.TO,RCI-B.TO,REI-UN.TO,RNW.TO,RUS.TO,RY.TO,SAP.TO,SCL.TO,SES.TO,SHOP.TO,SIA.TO,SJ.TO,SJR-B.TO,SLF.TO,SMF.TO,SNC.TO,SPB.TO,SRU-UN.TO,SSL.TO,SSRM.TO,STN.TO,SU.TO,SW.TO,T.TO,TA.TO,TCL-A.TO,TCN.TO,TCW.TO,TD.TO,TECK-B.TO,TFII.TO,THO.TO,TIH.TO,TOG.TO,TOU.TO,TOY.TO,TRI.TO,TRP.TO,TRQ.TO,TSGI.TO,TXG.TO,UNS.TO,VET.TO,VII.TO,WCN.TO,WCP.TO,WEED.TO,WEF.TO,WFT.TO,WJA.TO,WN.TO,WPK.TO,WPM.TO,WSP.TO,WTE.TO,X.TO,YRI.TO,ZZZ.TO
2016-07-01,8.26,28.135057,8.99,NaN,45.929932,19.281103,74.598808,12.110709,22.473146,27.768171,36.14772,2.21,11.255688,16.058098,21.121244,3.33,9.97,58.180119,11.244614,19.732798,43.847225,9.9,1.96,NaN,18.83016,55.881134,50.947582,36.644093,37.653034,9.095508,18.691771,75.827271,60.507133,29.01713,6.13,4.09,76.031387,16.813667,29.909834,9.472576,60.807484,44.87915,11.902216,3.464156,15.5,7.659313,46.101013,15.384301,12.637923,5.257372,52.908192,23.635815,9.769629,14.46,89.523445,9.001638,37.135365,79.680077,191.162369,17.690252,17.780804,13.53368,14.519829,524.660278,130.855835,36.76223,14.702547,18.06064,23.55225,16.810379,34.139999,34.465,31.432642,20.979683,7.72389,26.33,10.401941,15.780882,NaN,25.370001,12.981714,10.787052,29.189016,5.322423,43.131535,19.889311,48.060402,27.670248,52.093922,7.597577,6.154447,7.240379,21.087215,675.892883,11.270901,97.903137,22.639999,10.000179,63.465786,39.71542,19.910765,11.38,23.076509,18.620001,12.620034,63.389999,37.43597,NaN,35.829208,3.62,8.49,8.4,30.746132,23.714897,16.081699,6.468405,27.020977,20.247644,15.145017,40.009308,88.169312,14.45,31.870817,6.74,38.710911,14.065831,23.483377,19.813698,1.43,6.75,4.46,33.794415,9.062781,NaN,11.737336,61.790001,55.892834,42.961506,13.211847,50.959751,3.702398,5.312497,20.5,81.365112,5.53,16.460451,28.792009,47.999161,31.293417,9.56,8.487554,45.614815,17.104612,14.670572,35.08585,40.817162,39.2061,9.08,6.78,21.913116,4.182024,NaN,6.33,19.129999,27.655006,2.32,4.634079,80.388237,16.759178,28.324877,38.509426,25.173231,53.969879,5.57,32.091301,21.131477,11.513862,25.543133,33.97617,16.092508,23.877407,15.51,26.925304,12.66,19.72123,56.485199,41.522762,53.679016,25.394499,11.888843,19.353188,71.858017,37.831726,28.404737,7.303696,44.75,15.490425,45.530579,23.470659,39.303352,7.03,53.775429,9.94395,34.0336,7.41,18.219999,32.110867,32.816452,23.200001,39.5947,5.920813,17.464931,8.820617,1.97,52.036415,20.52437,24.258839,19.853399,37.829796,6.460986,33.031403,26.799999,51.717636,53.315918,4.65,20.209999,27.08,30.547638,38.008797,27.4,63.537983,8.995111,3.12,1.977281,44.213654,21.760956,111.070831,44.249073,35.449123,36.75053,17.921516,54.742744,7.379556,28.703722
2016-08-01,8.95,21.996857,8.96,NaN,44.903255,19.153225,65.261688,9.169963,26.605927,28.486197,33.708553,2.58,10.914607,16.944572,21.084421,2.95,10.81,66.744865,10.498036,25.206133,43.030449,9.95,2.15,NaN,20.233229,54.755112,45.925873,35.624447,38.499306,8.748646,16.761692,79.629524,63.700851,27.453552,5.92,3.3,85.212234,18.04911,27.459528,10.809197,60.422619,48.057365,11.539809,4.382411,15.23,6.525337,45.112862,14.645512,12.134015,5.196814,53.795479,22.827442,9.372264,13.98,93.954941,8.474802,38.252991,81.124069,196.283218,18.376799,17.738466,12.942596,14.168443,564.806152,128.656281,34.393127,13.618338,18.311888,24.588844,14.153326,29.6,34.263611,31.65419,24.116737,7.66106,27.959999,12.403077,16.462193,NaN,19.9,12.639114,12.619527,29.918472,4.17835,42.755764,20.73074,46.279728,26.941553,54.397495,8.927208,6.589781,7.559551,20.177893,716.64856,9.923183,89.111603,15.81,10.170549,62.094883,37.878868,21.886787,9.79,19.743126,21.790001,15.14404,63.830002,37.729137,NaN,36.936653,3.68,8.76,8.24,28.397778,23.980127,17.728092,5.286008,28.499445,20.405874,15.894381,44.00082,89.667236,15.58,32.554718,4.87,38.556721,13.112519,24.66733,20.528379,1.86,5.24,4.77,36.629906,8.267434,NaN,11.15082,62.139999,54.757015,43.627098,11.480885,53.211296,3.307353,4.826005,19.450001,82.258186,5.42,16.543678,28.220434,50.394337,30.701117,9.59,8.156236,42.799328,16.951864,15.203706,36.494274,42.077007,39.962788,6.76,6.3,21.303389,3.998092,NaN,7.22,17.259714,26.585072,2.32,4.05482,79.504807,14.323592,27.119558,39.922806,22.59466,59.613102,5.39,32.698826,26.612808,13.058404,24.896471,35.352226,17.20583,24.205996,12.65,26.943138,15.52,19.667294,60.497753,43.737949,52.273514,24.230331,12.006075,18.077995,74.358879,42.045971,30.560366,8.179572,54.400002,15.17443,43.486359,23.339806,37.805042,5.57,53.440823,10.294396,31.432894,6.94,15.39,30.216877,33.208683,18.370001,38.987511,5.398109,17.827045,9.045585,2.14,54.058277,20.95833,25.377457,16.774662,38.293022,7.085173,36.418476,28.25,51.059544,52.373604,4.04,19.690001,30.040001,29.530983,41.618969,30.200001,98.46965,9.259396,3.77,1.958802,43.513882,22.896309,108.139847,43.504135,32.327267,40.487553,20.880165,53.474033,5.245708,29.616158
2016-09-01,9.2,22.943863,10.6,NaN,43.512569,18.756426,69.760742,10.729751,27.853374,28.46097,34.600483,3.43,10.831641,16.732189,21.915083,3.28,11.0,62.747875,10.362692,27.340214,44.991955,10.46,1.8,NaN,18.115887,54.147415,47.341995,36.781982,42.409912,8.844996,17.66242,78.733658,63.436237,27.522842,5.57,3.44,80.934113,17.98155,28.23477,12.482117,61.670116,48.510574,10.691013,5.11397,14.57,7.19,46.052235,15.573723,12.219537,5.371438,54.902092,22.48465,9.332465,14.19,91.815918,8.910805,39.389404,82.558441,195.638214,16.079832,17.459055,12.398148,14.551336,583.798218,125.830864,34.137974,12.725362,18.195927,23.580271,15.024909,28.540001,32.588177,33.460667,25.403229,7.769339,28.23,13.581964,17.074003,3.384561,25.48,15.203976,13.377041,30.79978,5.133402,42.36179,18.808556,52.102627,29.230692,51.441494,8.241791,6.40199,8.422649,19.986935,742.235596,10.846128,89.140778,13.53,11.434928,60.181541,39.087502,23.136374,9.51,21.414764,22.84,14.940764,62.490002,35.876499,NaN,35.688885,3.93,9.48,8.19,29.598009,23.687464,16.522696,5.156838,26.479631,19.722237,15.845079,44.783642,89.346924,14.88,31.080532,5.3,39.696224,13.166481,24.072945,21.290085,2.28,5.53,5.79,38.500919,9.858129,NaN,10.941426,66.830002,51.802357,43.502857,12.275713,53.960194,3.605121,5.049791,19.77,76.006638,5.93,17.301502,29.169834,54.001385,30.655409,9.64,7.941854,41.517208,17.586681,15.437907,44.781891,42.469574,37.295448,7.33,5.69,21.995193,3.843203,NaN,6.76,18.773502,23.429682,2.0,3.868279,83.872681,13.879003,29.105848,41.36734,22.832304,59.210697,5.48,32.035648,28.432335,13.797913,24.959341,35.963623,15.448442,25.252258,13.47,27.112595,16.65,19.593271,56.562546,44.244095,51.808125,24.049599,12.625121,17.684483,74.112633,43.96505,31.020216,8.665187,56.290001,15.150528,44.614182,23.980988,39.383537,5.46,49.491417,10.390637,31.470493,6.63,15.81,29.791693,34.01181,18.92,39.232201,5.579141,16.360029,8.680013,2.69,53.799622,23.325386,25.756649,16.505903,37.771893,7.424978,35.095245,31.309999,51.325153,55.394695,3.88,21.25,28.379999,30.672321,44.825981,31.58,64.196503,10.223477,4.02,2.014951,39.847473,21.685265,104.825737,43.533939,34.512733,38.806831,22.472567,56.998802,5.581591,29.737154
2016-10-01,9.05,23.309305,12.65,2.21,44.143921,16.620077,66.97818,10.451573,27.691347,28.143515,33.222954,3.8,11.021251,16.218624,21.076855,2.71,11.5,66.574074,9.855824,27.980761,45.811157,9.47,1.78,NaN,17.067945,55.073471,45.194969,37.347721,42.353943,8.228353,18.162745,78.203072,66.468605,27.495321,5.16,3.88,81.964165,18.264038,27.130335,12.306998,59.575085,46.285862,9.939716,5.215308,14.88,6.78,46.577312,15.160853,11.711875,5.485491,46.557613,22.149473,8.569369,15.87,91.79126,9.107508,40.219509,81.536644,187.864517,14.87089,17.822197,11.782338,13.801619,621.385437,124.873108,35.345989,12.49084,18.748144,23.98024,14.947571,25.57,31.416403,32.837963,25.660526,7.922686,27.950001,12.684764,17.606665,2.866117,26.200001,12.120972,13.548175,33.092815,4.208196,41.887222,18.568281,52.33757,29.402596,49.317669,8.850199,7.015517,8.244971,19.640299,663.282837,12.723727,85.574921,10.77,11.428437,53.69886,40.903374,23.667372,9.17,20.167486,22.280001,14.540321,63.709999,33.732136,NaN,37.765114,3.92,8.92,7.89,30.88129,22.561995,16.198025,5.624069,26.038303,20.1581,14.228035,49.24968,86.429367,15.01,32.088505,5.37,42.075676,13.553008,24.283754,21.496218,2.09,5.21,5.93,36.66082,8.288364,NaN,10.777445,65.540001,50.982845,44.525902,13.217811,53.733639,3.509099,5.10817,19.68,73.265533,5.47,18.161436,29.687469,53.052853,26.451193,8.94,7.697132,39.96526,18.623337,17.469152,47.036236,44.222557,35.676392,6.71,5.29,21.681364,3.80295,NaN,6.82,17.209824,23.483709,1.61,4.025366,86.126068,13.684608,27.248945,40.539799,21.171774,62.559662,5.98,30.073936,28.890617,14.247233,26.159348,37.221355,14.17536,27.600431,13.11,28.635517,15.43,18.497387,57.802933,44.638695,50.651855,23.141611,12.75685,18.260391,76.429222,46.642487,32.151012,7.701604,55.580002,14.329333,46.66304,23.830351,41.413151,5.26,52.343925,10.568914,29.894737,6.45,14.72,28.942818,37.897633,18.34,39.77692,5.655699,16.831297,8.25056,2.88,56.219872,28.562506,29.032682,15.797592,38.195206,7.002192,34.710129,33.599998,50.010094,54.476151,4.16,17.959999,24.950001,29.024593,46.611214,28.6,66.040062,10.022936,5.62,1.903008,45.335384,20.889374,105.112862,45.560932,31.474367,41.161366,24.54158,58.550308,4.736152,27.225634
2016-11-01,9.74,19.9018,13.5,2.67,40.182056,19.052601,54.274746,8.503282,29.423847,27.81638,31.330772,5.2,10.351604,14.619209,21.817232,2.46,10.5,61.248535,9.996965,30.206186,43.626442,10.34,1.88,NaN,14.816798,52.317085,41.105274,35.632259,39.695148,8.748646,16.501289,81.947403,68.368233,26.03661,5.76,3.25,85.745499,19.204382,28.358644,11.37303,61.470142,45.356415,11.893019,6.894546,14.69,6.94,46.068386,15.289749,11.602921,5.821399,47.385078,23.95978,9.473355,16.299999,96.79641,8.079241,42.827118,86.845428,201.473785,15.951489,20.143827,12.073546,13.473817,619.496643,134.605026,32.616425,11.862125,20.12398,27.475985,16.293877,17.120001,33.953693,32.73312,23.265676,8.032332,29.83,16.731197,16.545565,2.954154,20.23,10.386755,16.219782,37.254246,3.680928,40.847054,17.623224,51.054428,29.631519,51.7449,11.401059,7.969419,8.773831,18.694555,616.328247,15.320407,76.06118,11.91,12.136777,57.63118,37.095604,25.658617,8.12,17.55373,23.870001,15.767135,63.630001,35.759003,NaN,39.233475,3.84,10.33,5.5,32.412064,21.280378,14.517283,9.018419,29.147207,19.373247,15.549279,54.000175,88.628487,14.91,34.673424,4.92,44.484142,12.516762,23.957798,23.350647,2.36,4.44,6.39,35.27079,7.472086,NaN,10.976954,62.02,53.763866,47.921253,15.692216,50.965702,3.01838,6.41197,16.66,67.062248,6.79,21.862892,28.433893,52.29179,29.665653,9.67,7.423282,39.567833,17.573704,16.885525,57.051338,46.476173,40.252487,6.16,4.79,19.69549,4.213551,NaN,6.98,16.636793,22.979176,1.93,3.662102,93.667328,12.75421,29.036755,41.664276,22.367752,68.033989,7.12,28.945473,25.787622,16.25046,27.27774,35.786388,14.816736,31.089037,11.73,30.640902,17.540001,17.892927,62.009956,49.27774,48.718155,23.870176,11.885545,22.109182,80.208565,43.96199,31.652695,8.949805,56.380001,14.359271,44.241665,23.659086,47.584988,4.09,54.668186,10.678325,27.926991,4.97,13.29,34.772121,40.279766,20.66,38.430561,7.033738,17.497417,9.147358,3.69,59.281357,33.54319,32.639111,12.699954,42.693317,7.778331,35.786488,35.549999,54.863522,54.126263,4.49,19.6,20.120001,29.149618,48.477036,30.940001,67.299728,11.215762,8.29,1.688454,47.280312,20.042377,107.440132,46.54491,23.800547,45.121197,26.268126,64.056244,3.96492,28.094641
2016-12-01,9.12,21.246502,13.67,2.3,41.92828,20.456861,55.601929,9.209401,29.63443,28.290018,33.361034,5.04,10.59342,14.263784,21.482702,2.24,12.52,60.237507,10.842494,31.061741,43.33099,9.24,2.16,NaN,14.859362,52.443607,45.03083,36.774555,42.275406,9.028063,18.223825,89.389587,68.939972,27.172808,6.56,3.19,83.312904,18.205872,29.22929,11.854247,62.245434,51.187267,13.509547,7.558391,15.63,6.99,47.027115,16.453484,12.076752,6.435171,49.339108,26.51885,9.915083,16.18,100.066177,8.363851,40.427368,87.377281,187.688126,17.047083,20.048893,11.955321,13.61997,603.357544,133.979736,33.66124,12.582593,19.668596,28.587837,16.890739,18.290001,36.088024,32.231857,28.05538,8.32867,28.629999,15.63033,16.271936,3.228049,21.77,11.555264,16.298063,37.023403,4.297732,41.100586,18.222261,51.534195,30.308588,51.707935,12.511762,8.134184,8.909092,18.979197,626.157532,15.570087,78.25441,10.26,12.933906,62.976372,38.792999,25.107275,7.46,18.098265,24.98,16.397821,64.440002,33.452213,NaN,40.502342,4.06,10.74,6.12,32.554123,21.741388,12.964316,7.644753,31.040535,19.975891,16.062,50.913387,91.093033,15.03,34.049477,5.19,45.334354,12.753098,26.130869,23.823715,2.54,4.19,6.77,37.087757,7.883887,NaN,10.940567,62.5,54.572758,51.855572,16.753958,56.937725,2.82727,6.227103,14.78,63.836552,9.23,22.53072,27.411325,56.418823,31.02142,9.12,8.401316,38.842442,17.951174,18.694546,56.819775,50.364574,38.330719,5.82,5.01,21.217075,4.057132,NaN,6.94,17.570608,25.244991,2.33,3.838825,90.786171,12.68637,29.376919,40.58374,20.025856,66.463005,7.69,29.169758,26.107063,18.15122,27.3232,38.200733,18.256004,30.342361,11.12,30.315708,16.9,18.385189,61.990562,43.984798,48.614899,23.842583,12.48001,22.20764,83.699509,45.974777,32.40834,11.022451,57.700001,14.761,42.817814,24.426519,47.933685,4.42,55.764019,11.403556,29.11334,5.27,12.01,32.900143,41.633541,21.02,39.154114,7.149203,20.499655,8.93024,4.6,61.314289,26.501196,33.392834,12.463126,41.054985,7.668763,35.460617,32.189999,55.929527,54.314667,4.31,19.01,20.790001,28.361012,50.459194,31.309999,69.298119,11.417436,9.14,1.782142,47.398781,21.926704,109.652023,45.143486,25.321348,42.336052,24.560555,68.131027,3.727618,27.634151
2017-01-01,8.39,23.70829,13.37,2.27,43.304539,18.873243,61.137497,9.706669,28.71434,26.653648,31.572641,5.14,10.617476,15.43197,18.86537,2.4,13.13,58.980911,10.525743,31.946617,44.015656,9.18,2.49,NaN,13.500511,53.634987,43.85265,36.174717,42.802437,7.727328,18.880455,91.11129,72.409439,26.978256,5.19,3.95,84.345093,17.990791,29.655184,11.609324,68.085434,52.536968,16.056959,7.610363,14.11,6.43,48.228817,15.605835,12.463504,6.283017,47.552856,24.831541,10.246031,18.07,102.342255,8.701663,37.376007,87.820755,193.330658,14.201312,21.659166,11.923698,14.186883,582.185059,133.133148,34.451847,12.575344,17.248726,28.084795,17.548552,17.65,33.483734,32.287556,26.016787,8.458982,28.41,16.487978,16.588539,2.983219,24.860001,11.75515,17.521614,35.636593,4.576289,41.145866,15.700517,50.530876,29.935204,49.931671,11.401278,7.790324,9.361555,19.205259,587.052856,16.38904,82.742325,12.47,11.827303,64.283035,39.148556,25.155025,8.1,20.854946,25.43,16.657459,62.57,33.403152,NaN,40.291473,3.34,10.28,6.46,33.007679,22.377911,9.866299,10.143233,29.445919,20.250645,16.555004,52.210308,90.626106,13.81,36.167706,6.02,41.520092,12.680486,24.99255,22.582409,3.97,5.07,6.29,35.130363,9.275746,NaN,11.170412,65.690002,52.878479,53.424629,17.130678,56.463989,2.734268,7.744958,18.5,69.16346,6.76,23.510727,29.078226,54.473679,30.072161,9.03,8.087515,38.233109,17.448978,17.703405,63.062725,52.405422,39.904659,6.9,3.47,21.885355,4.045975,NaN,6.51,18.291702,27.165615,3.57,4.43772,90.468239,13.928681,27.982143,43.598644,25.079298,67.586861,7.32,24.956413,25.293264,16.684353,28.073553,36.892071,17.854746,29.029028,14.02,30.894451,15.14,19.306419,62.038933,40.730606,53.479183,23.39167,12.947351,23.440435,86.177231,46.518734,34.99831,10.184133,66.040001,15.528888,39.300426,25.544695,47.757008,4.85,54.113968,11.556801,28.99873,5.74,13.75,33.942352,38.276295,22.75,40.242947,7.408999,20.497755,9.284359,4.89,62.862305,31.504555,33.787743,11.712697,41.030502,6.757729,30.039318,31.469999,55.520233,56.102524,4.71,17.85,27.6,28.688545,48.127182,26.01,68.653435,9.745953,9.85,1.753854,43.937359,21.029219,107.141228,46.654877,28.083851,43.73,24.35038,65.616127,4.257866,27.346092
2017-02-01,8.0,24.232283,13.38,2.55,42.888702,18.97584,55.010941,9.557487,29.147219,26.841549,32.738998,6.75,11.330939,15.128079,18.490307,2.54,13.5,58.436718,11.252175,32.103809,46.793636,9.23,2.3,NaN,13.832891,52.976658,41.487751,35.990154,45.089367,6.898712,19.223042,94.117378,71.738976,27.886173,4.83,4.08,85.497192,19.421881,30.165815,12.98089,69.271416,55.383537,14.244856,7.395483,17.15,6.41,46.192291,16.060005,12.814883,6.434628,66.723694,24.824202,10.228007,17.549999,107.699036,9.593187,36.188416,89.685143,191.975037,13.702684,22.133066,12.265451,14.660942,617.617554,147.187073,33.242687,12.88874,16.316362,27.91395,17.221956,16.559999,32.544327,33.611637,25.759489,8.821654,27.860001,14.611862,17.349705,3.473879,24.790001,13.074699,16.565714,33.931873,4.039072,41.719975,16.270168,50.986935,30.045036,52.336006,11.52868,6.973526,9.352224,19.40937,586.862732,13.802347,83.690575,12.04,12.49578,75.724335,39.419907,23.550602,7.53,20.864857,23.35,16.341011,61.060001,33.020451,NaN,41.965279,3.54,10.72,6.77,33.544537,21.959202,12.175013,10.242775,26.207165,21.296225,15.578859,52.572678,89.815331,17.790001,36.818878,5.24,40.268085,13.296578,24.781761,20.698162,3.85,4.68,5.99,36.088623,9.444759,NaN,11.715694,72.379997,53.551147,52.099453,17.358723,58.210907,2.520363,7.774148,19.1,63.040771,7.1,22.361099,30.111515,54.957546,34.965919,8.81,8.097329,37.459358,17.69845,15.792541,65.611992,52.881241,42.096069,7.02,3.83,22.44607,3.29599,NaN,5.87,19.256342,27.202723,3.83,3.701373,92.934036,14.201792,33.491943,42.85471,23.477228,68.410736,6.79,24.041582,24.762499,17.43,28.413782,39.373131,16.963882,29.619455,13.47,31.479265,15.82,18.513275,70.426765,43.164009,52.825497,24.102863,13.037933,23.032398,89.657722,44.285519,34.083641,9.673142,78.870003,15.916937,40.332062,25.242594,44.818691,4.07,52.193733,11.123622,30.409681,5.57,14.72,33.329285,39.215191,37.52,40.039139,6.841297,19.135653,10.43294,4.92,64.36351,26.229097,31.773136,11.129725,45.099483,6.487394,29.032082,35.290001,53.454765,55.800949,4.17,19.25,25.700001,32.576878,45.462391,24.610001,76.146355,10.247629,11.87,1.970728,54.506451,20.876001,107.450157,49.678337,25.253016,42.898952,25.772648,66.854515,3.63404,28.085436
2017-03-01,8.78,25.002823,13.8,2.58,48.871193,19.393253,55.666107,10.621642,27.992874,26.8188,33.860329,6.71,11.922362,16.305656,17.785553,2.69,13.57,59.44595,11.540146,33.919884,47.527374,10.3,2.04,NaN,16.09112,53.83614,44.195198,36.790451,48.850868,7.284114,20.574812,92.754051,72.446678,27.74427,4.54,3.79,84.091064,19.782084,31.33625,13.431548,68.547829,56.919624,14.264236,7.200162,18.129999,7.65,46.731312,16.377844,12.568546,6.785751,62.781746,24.331261,10.586249,19.34,105.907288,9.611763,41.366329,95.317169,191.896469,13.503341,22.870251,12.464676,14.629219,647.334595,152.676392,36.595436,12.618143,14.616742,27.932936,17.801989,15.24,29.502886,36.217625,30.974718,8.655917,30.469999,15.465546,19.185209,3.522945,25.799999,11.4392,18.142946,35.062988,4.526546,43.029736,19.761499,51.343044,29.310347,56.647041,10.544092,6.999874,9.205355,18.583635,593.92865,14.111952,85.166725,10.79,12.412851,79.58429,41.625225,23.894869,6.92,19.229372,24.629999,16.78931,63.720001,35.257793,21.209999,42.638046,3.54,10.39,7.19,34.109169,22.564009,10.665469,8.699888,26.030001,20.921486,14.799916,55.29298,90.21595,17.18,35.86924,5.32,39.326656,13.149451,25.056559,22.249331,4.64,4.69,6.68,36.112183,9.752955,NaN,11.761857,74.169998,55.7934,53.161407,17.00297,59.701221,2.873772,7.287656,17.41,67.416862,6.74,22.413633,31.466482,55.538185,34.289532,9.22,10.129022,39.670044,18.873669,16.009968,60.397152,52.097538,46.96693,6.46,3.97,22.621382,3.374936,NaN,6.15,19.492794,29.420134,3.15,3.868279,94.902687,14.41638,32.875969,44.244698,23.045364,82.532928,6.29,24.287132,27.753351,16.98,28.726427,38.802536,18.01416,26.812504,14.26,32.137177,16.950001,20.203016,72.00132,42.440746,55.705509,23.772684,13.915012,22.589634,90.038734,44.557384,37.482372,9.275133,90.709999,15.892074,38.416164,25.267744,45.153439,4.01,50.350689,11.702415,29.842846,5.72,14.12,33.582298,38.722042,35.299999,39.992821,7.566796,23.250341,10.452083,4.05,62.624214,28.728518,29.787313,10.574235,45.29417,6.383312,29.278954,38.689999,55.06242,56.084251,4.06,22.57,26.219999,34.211525,45.072529,24.299999,77.24498,9.777455,10.65,2.065376,54.990906,21.833616,112.016541,52.811211,27.049133,44.866714,25.257193,64.215782,3.63404,31.278992
2017-04-01,8.59,22.587664,12.99,2.58,47.276218,19.039639,64.378113,9.716615,29.781179,26.788002,34.487637,6.14,12.2489,15.489151,16.818222,2.16,13.02,62.212852,11.925718,31.553782,49.4991,12.75,2.11,NaN,17.624184,57.530548,43.317905,38.91011,51.063595,6.778891,20.02832,90.260811,71.341743,28.530014,4.13,3.43,87.557396,20.37925,31.974941,16.156433,75.359192,62.59248,12.770009,6.372724,20.5,7.05,49.85463,16.874702,12.685645,6.749756,66.703728,24.686182,10.942058,19.450001,102.933281,10.12848,41.580669,96.220901,205.982849,12.72096,22.16436,13.04432,14.626884,619.390381,161.007019,36.961765,12.504649,13.258918,25.661865,18.095289,17.25,30.796474,39.270542,31.934637,8.969569,31.5,14.518281,20.102863,3.660859,22.52,11.210135,18.481194,31.619247,4.99,43.277031,20.451984,52.144852,29.77265,58.890488,9.707114,6.769882,9.148319,18.606983,612.378479,12.993383,90.996368,11.1,12.533463,84.207359,41.955811,24.972252,6.27,18.871613,24.370001,16.551508,65.879997,37.655655,22.969999,45.084835,3.44,10.61,6.77,34.336567,22.571173,12.374523,8.121055,8.04,21.109957,15.539419,55.254608,89.802994,20.16,37.609745,5.64,38.680347,12.965549,24.981424,23.07798,4.79,4.75,6.72,35.094429,9.395048,NaN,11.967517,81.849998,59.452488,51.211914,16.388531,57.39645,2.957263,7.112202,16.700001,65.039864,6.18,22.746181,33.427738,55.445992,31.61314,9.65,10.258291,45.428757,19.106319,14.207058,61.076252,49.995014,48.900631,5.66,3.87,22.306108,2.998869,NaN,6.15,20.440641,30.180571,2.95,4.380835,97.925255,14.220257,36.706432,46.451702,22.659292,83.235916,5.43,22.147392,27.941559,17.42,29.391972,40.206055,19.188499,28.490562,13.53,31.698565,16.950001,20.573875,74.65551,43.400681,59.803215,23.63467,13.837753,23.058819,86.860573,43.718357,33.110447,8.431009,103.720001,15.831005,42.604794,26.617994,45.222042,3.14,53.240372,11.911909,29.688572,4.73,14.08,34.211346,40.887787,34.540001,42.550335,6.76367,23.218679,10.342039,3.75,60.386631,27.977703,28.685194,10.9722,47.464615,5.567991,26.484369,39.220001,59.390053,58.507904,3.72,24.25,23.120001,35.070911,43.626488,24.17,82.802467,9.146316,9.13,2.04634,60.721443,21.760664,118.816063,58.055199,26.590345,47.885349,22.925631,73.939781,3.638957,34.077797
